url,captionist,assessor,caption,grade,id,filepath,clip_grade
http://cocodataset.org/#explore?id=135288,COCO,Conrad,a young man holding a plate and eating a piece of cake,1.0,135288,/root/fiftyone/coco-2017/train/data/000000135288.jpg,0.5720261335372925
http://cocodataset.org/#explore?id=135288,Léo,Conrad,a man eating a cake,0.9,135288,/root/fiftyone/coco-2017/train/data/000000135288.jpg,0.42797204852104187
http://cocodataset.org/#explore?id=135288,Léo,Conrad,two daughters on the ground,0.0,135288,/root/fiftyone/coco-2017/train/data/000000135288.jpg,1.7618650645090383e-06
http://cocodataset.org/#explore?id=273029,COCO,Arthur,a piece of pizza with many topping on it,0.9,273029,/root/fiftyone/coco-2017/train/data/000000273029.jpg,0.22558678686618805
http://cocodataset.org/#explore?id=273029,Léo,Arthur,a beautiful pizza,0.9,273029,/root/fiftyone/coco-2017/train/data/000000273029.jpg,0.774412989616394
http://cocodataset.org/#explore?id=273029,Léo,Arthur,an empty field in the setting sun,0.0,273029,/root/fiftyone/coco-2017/train/data/000000273029.jpg,2.413225388409046e-07
http://cocodataset.org/#explore?id=185633,COCO,Aymeric,an old bathroom with peeling paint on the walls and lots of toiletries scattered around,0.9,185633,/root/fiftyone/coco-2017/train/data/000000185633.jpg,0.9891350269317627
http://cocodataset.org/#explore?id=185633,Léo,Aymeric,an ugly bathroom,0.5,185633,/root/fiftyone/coco-2017/train/data/000000185633.jpg,0.010842314921319485
http://cocodataset.org/#explore?id=185633,Léo,Aymeric,the kitchen of an asiatic restaurant,0.05,185633,/root/fiftyone/coco-2017/train/data/000000185633.jpg,2.2689800971420482e-05
http://cocodataset.org/#explore?id=270222,COCO,Conrad,several small clocks are all connected with human-like ornaments,1.0,270222,/root/fiftyone/coco-2017/train/data/000000270222.jpg,0.9435181021690369
http://cocodataset.org/#explore?id=270222,Léo,Conrad,different clocks on the wall,0.8,270222,/root/fiftyone/coco-2017/train/data/000000270222.jpg,0.05648192763328552
http://cocodataset.org/#explore?id=270222,Léo,Conrad,three ladies looking at burning trees,0.1,270222,/root/fiftyone/coco-2017/train/data/000000270222.jpg,4.710351575454297e-08
http://cocodataset.org/#explore?id=439868,COCO,Arthur,a skateboarder is jumping onto a rail near crowd,0.9,439868,/root/fiftyone/coco-2017/train/data/000000439868.jpg,0.8987407684326172
http://cocodataset.org/#explore?id=439868,Léo,Arthur,people looking at a skateboarder,0.9,439868,/root/fiftyone/coco-2017/train/data/000000439868.jpg,0.10118348151445389
http://cocodataset.org/#explore?id=439868,Léo,Arthur,a crowd focused on chess players,0.1,439868,/root/fiftyone/coco-2017/train/data/000000439868.jpg,7.569526496808976e-05
http://cocodataset.org/#explore?id=424174,COCO,Aymeric,a tray heaped with fruit including banans apples oranges and limes,0.95,424174,/root/fiftyone/coco-2017/train/data/000000424174.jpg,0.7374720573425293
http://cocodataset.org/#explore?id=424174,Léo,Aymeric,a bunch of fruits,0.75,424174,/root/fiftyone/coco-2017/train/data/000000424174.jpg,0.26252177357673645
http://cocodataset.org/#explore?id=424174,Léo,Aymeric,an ancient beautiful table and painting on the walls,0.1,424174,/root/fiftyone/coco-2017/train/data/000000424174.jpg,6.204971214174293e-06
http://cocodataset.org/#explore?id=344720,COCO,Conrad,several cars at an intersection on a city stree,0.9,344720,/root/fiftyone/coco-2017/train/data/000000344720.jpg,0.38888612389564514
http://cocodataset.org/#explore?id=344720,Léo,Conrad,cars near buildings,0.5,344720,/root/fiftyone/coco-2017/train/data/000000344720.jpg,0.6110410690307617
http://cocodataset.org/#explore?id=344720,Léo,Conrad,little red riding hood,0.0,344720,/root/fiftyone/coco-2017/train/data/000000344720.jpg,7.28189988876693e-05
http://cocodataset.org/#explore?id=292782,COCO,Arthur,a group of people flying their kites on a sunny day,0.9,292782,/root/fiftyone/coco-2017/train/data/000000292782.jpg,0.935935378074646
http://cocodataset.org/#explore?id=292782,Léo,Arthur,kites in the sky,0.8,292782,/root/fiftyone/coco-2017/train/data/000000292782.jpg,0.0640646368265152
http://cocodataset.org/#explore?id=292782,Léo,Arthur,an old lady eating jam,0.0,292782,/root/fiftyone/coco-2017/train/data/000000292782.jpg,2.1413024242633583e-08
http://cocodataset.org/#explore?id=102765,COCO,Aymeric,two young girls sitting on their luggage outside of a brick building,0.75,102765,/root/fiftyone/coco-2017/train/data/000000102765.jpg,0.8385114073753357
http://cocodataset.org/#explore?id=102765,Léo,Aymeric,ladies with their luggage,0.5,102765,/root/fiftyone/coco-2017/train/data/000000102765.jpg,0.16144604980945587
http://cocodataset.org/#explore?id=102765,Léo,Aymeric,a super-hero fighting bad guys,0.0,102765,/root/fiftyone/coco-2017/train/data/000000102765.jpg,4.2586263589328155e-05
http://cocodataset.org/#explore?id=484149,COCO,Conrad,a field of yellow grass with sheep grazing and standing throughout the areas,1.0,484149,/root/fiftyone/coco-2017/train/data/000000484149.jpg,0.7489568591117859
http://cocodataset.org/#explore?id=484149,Léo,Conrad,sheep grazing,0.7,484149,/root/fiftyone/coco-2017/train/data/000000484149.jpg,0.2504254877567291
http://cocodataset.org/#explore?id=484149,Léo,Conrad,a bunch of flying cows,0.0,484149,/root/fiftyone/coco-2017/train/data/000000484149.jpg,0.0006176354363560677
http://cocodataset.org/#explore?id=27593,COCO,Arthur,a man flying through the air on top of a skateboard,0.9,27593,/root/fiftyone/coco-2017/train/data/000000027593.jpg,0.7783779501914978
http://cocodataset.org/#explore?id=27593,Léo,Arthur,a skateboard in the airs,1.0,27593,/root/fiftyone/coco-2017/train/data/000000027593.jpg,0.22162200510501862
http://cocodataset.org/#explore?id=27593,Léo,Arthur,a bed covered in packets of crisps,0.0,27593,/root/fiftyone/coco-2017/train/data/000000027593.jpg,5.132533686946772e-08
http://cocodataset.org/#explore?id=266165,COCO,Aymeric,a cat standing in one food dish while eating out of another dish,0.97,266165,/root/fiftyone/coco-2017/train/data/000000266165.jpg,0.8984618782997131
http://cocodataset.org/#explore?id=266165,Léo,Aymeric,a cat eating food,0.8,266165,/root/fiftyone/coco-2017/train/data/000000266165.jpg,0.10153790563344955
http://cocodataset.org/#explore?id=266165,Léo,Aymeric,an open window that allows to see the garden,0.0,266165,/root/fiftyone/coco-2017/train/data/000000266165.jpg,1.9789301575201534e-07
http://cocodataset.org/#explore?id=125070,COCO,Conrad,a blue clock pole outside an older building,1.0,125070,/root/fiftyone/coco-2017/train/data/000000125070.jpg,0.6261239647865295
http://cocodataset.org/#explore?id=125070,Léo,Conrad,a clock in the street,0.8,125070,/root/fiftyone/coco-2017/train/data/000000125070.jpg,0.37384146451950073
http://cocodataset.org/#explore?id=125070,Léo,Conrad,two gentlement arguing near a stop sign,0.0,125070,/root/fiftyone/coco-2017/train/data/000000125070.jpg,3.4524597140261903e-05
http://cocodataset.org/#explore?id=78771,COCO,Arthur,a cat sitting next to a laptop computer on a table,1.0,78771,/root/fiftyone/coco-2017/train/data/000000078771.jpg,0.5629613399505615
http://cocodataset.org/#explore?id=78771,Léo,Arthur,a cat on a computer,0.7,78771,/root/fiftyone/coco-2017/train/data/000000078771.jpg,0.4370287358760834
http://cocodataset.org/#explore?id=78771,Léo,Arthur,a baby crying in the grass,0.0,78771,/root/fiftyone/coco-2017/train/data/000000078771.jpg,9.938544280885253e-06
http://cocodataset.org/#explore?id=291606,COCO,Aymeric,a woman standing outside of a bus with asian characters written on it,0.88,291606,/root/fiftyone/coco-2017/train/data/000000291606.jpg,0.9922820925712585
http://cocodataset.org/#explore?id=291606,Léo,Aymeric,a bus in Asia,0.6,291606,/root/fiftyone/coco-2017/train/data/000000291606.jpg,0.0077179498039186
http://cocodataset.org/#explore?id=291606,Léo,Aymeric,the great pyramids of egypt,0.0,291606,/root/fiftyone/coco-2017/train/data/000000291606.jpg,5.244579437402308e-09
http://cocodataset.org/#explore?id=423116,COCO,Conrad,"on a kitchen counter are a laptop, candy, and cooking supplies",1.0,423116,/root/fiftyone/coco-2017/train/data/000000423116.jpg,0.9917593598365784
http://cocodataset.org/#explore?id=423116,Léo,Conrad,the table of a kitchen with a latpot on it,0.6,423116,/root/fiftyone/coco-2017/train/data/000000423116.jpg,0.008240476250648499
http://cocodataset.org/#explore?id=423116,Léo,Conrad,a sky filled with planes,0.0,423116,/root/fiftyone/coco-2017/train/data/000000423116.jpg,1.9202106216198445e-07
http://cocodataset.org/#explore?id=405762,COCO,Arthur,a man is running while carrying a football,1.0,405762,/root/fiftyone/coco-2017/train/data/000000405762.jpg,0.06620261818170547
http://cocodataset.org/#explore?id=405762,Léo,Arthur,a man playing football,1.0,405762,/root/fiftyone/coco-2017/train/data/000000405762.jpg,0.9337958097457886
http://cocodataset.org/#explore?id=405762,Léo,Arthur,a postman with red hair in the street,0.15,405762,/root/fiftyone/coco-2017/train/data/000000405762.jpg,1.5696346054028254e-06
http://cocodataset.org/#explore?id=41001,COCO,Aymeric,two adult elephants and one baby elephant walking in a grassy area,0.97,41001,/root/fiftyone/coco-2017/train/data/000000041001.jpg,0.959865152835846
http://cocodataset.org/#explore?id=41001,Léo,Aymeric,elephants in the Savannah,0.75,41001,/root/fiftyone/coco-2017/train/data/000000041001.jpg,0.04013311117887497
http://cocodataset.org/#explore?id=41001,Léo,Aymeric,A blue cow eating milk,0.05,41001,/root/fiftyone/coco-2017/train/data/000000041001.jpg,1.744452674756758e-06
http://cocodataset.org/#explore?id=201925,COCO,Conrad,something baking in a pan in the oven and rising out of the pan,1.0,201925,/root/fiftyone/coco-2017/train/data/000000201925.jpg,0.24797284603118896
http://cocodataset.org/#explore?id=201925,Léo,Conrad,a baking cake,0.9,201925,/root/fiftyone/coco-2017/train/data/000000201925.jpg,0.752027153968811
http://cocodataset.org/#explore?id=201925,Léo,Conrad,the painting of a wedding,0.0,201925,/root/fiftyone/coco-2017/train/data/000000201925.jpg,1.5917374085461233e-08
http://cocodataset.org/#explore?id=380734,COCO,Arthur,several diners eating at a riverside outdoor restaurant,1.0,380734,/root/fiftyone/coco-2017/train/data/000000380734.jpg,0.9878227710723877
http://cocodataset.org/#explore?id=380734,Léo,Arthur,people having dinner in the street,0.9,380734,/root/fiftyone/coco-2017/train/data/000000380734.jpg,0.012177257798612118
http://cocodataset.org/#explore?id=380734,Léo,Arthur,two wolves howling in the snow,0.0,380734,/root/fiftyone/coco-2017/train/data/000000380734.jpg,8.336938778219505e-11
http://cocodataset.org/#explore?id=487462,COCO,Aymeric,a boy is preparing to toss a frisbie while another boy is sitting in the background in a park,0.95,487462,/root/fiftyone/coco-2017/train/data/000000487462.jpg,0.11283604055643082
http://cocodataset.org/#explore?id=487462,Léo,Aymeric,a man playing frisbie,0.75,487462,/root/fiftyone/coco-2017/train/data/000000487462.jpg,0.8871636390686035
http://cocodataset.org/#explore?id=487462,Léo,Aymeric,a nice looking icecream,0.0,487462,/root/fiftyone/coco-2017/train/data/000000487462.jpg,3.4235310408803343e-07
http://cocodataset.org/#explore?id=455776,COCO,Conrad,a young boy is preparing to catch a baseball.,1.0,455776,/root/fiftyone/coco-2017/train/data/000000455776.jpg,0.9653781652450562
http://cocodataset.org/#explore?id=455776,Aymeric,Conrad,A human trying to catch a ball,0.8,455776,/root/fiftyone/coco-2017/train/data/000000455776.jpg,0.03462190181016922
http://cocodataset.org/#explore?id=455776,Aymeric,Conrad,A bottle of wine in a grey field,0.0,455776,/root/fiftyone/coco-2017/train/data/000000455776.jpg,1.2507438640341206e-08
http://cocodataset.org/#explore?id=440895,COCO,Arthur,a white horse can be seen in the window of a brick building.,1.0,440895,/root/fiftyone/coco-2017/train/data/000000440895.jpg,0.9999196529388428
http://cocodataset.org/#explore?id=440895,Aymeric,Arthur,A black horse in a modern town,0.1,440895,/root/fiftyone/coco-2017/train/data/000000440895.jpg,8.029538730625063e-05
http://cocodataset.org/#explore?id=440895,Aymeric,Arthur,French fries playing tennis in a brown field,0.0,440895,/root/fiftyone/coco-2017/train/data/000000440895.jpg,6.418467979329989e-09
http://cocodataset.org/#explore?id=55627,COCO,Léo,"a bathroom with a mirror above the sink, a towel rack and toilet.",1.0,55627,/root/fiftyone/coco-2017/train/data/000000055627.jpg,0.9612910151481628
http://cocodataset.org/#explore?id=55627,Aymeric,Léo,A bathroom with a sink,0.8,55627,/root/fiftyone/coco-2017/train/data/000000055627.jpg,0.038708820939064026
http://cocodataset.org/#explore?id=55627,Aymeric,Léo,Picture of a garden full of flowers,0.0,55627,/root/fiftyone/coco-2017/train/data/000000055627.jpg,1.7151322140307457e-07
http://cocodataset.org/#explore?id=436111,COCO,Conrad,a white bathroom has dirt all over the floor.,1.0,436111,/root/fiftyone/coco-2017/train/data/000000436111.jpg,0.9924668669700623
http://cocodataset.org/#explore?id=436111,Aymeric,Conrad,photograph of a room in low angle,0.4,436111,/root/fiftyone/coco-2017/train/data/000000436111.jpg,0.007533064112067223
http://cocodataset.org/#explore?id=436111,Aymeric,Conrad,painting of trees ,0.0,436111,/root/fiftyone/coco-2017/train/data/000000436111.jpg,4.494584260328338e-08
http://cocodataset.org/#explore?id=492286,COCO,Arthur,a big train is about to leave and go away.,0.7,492286,/root/fiftyone/coco-2017/train/data/000000492286.jpg,0.7929985523223877
http://cocodataset.org/#explore?id=492286,Aymeric,Arthur,A vehicle with people next to it,0.8,492286,/root/fiftyone/coco-2017/train/data/000000492286.jpg,0.19014474749565125
http://cocodataset.org/#explore?id=492286,Aymeric,Arthur,A tall person standing in front of a door,0.05,492286,/root/fiftyone/coco-2017/train/data/000000492286.jpg,0.01685674861073494
http://cocodataset.org/#explore?id=149892,COCO,Léo,a bench and chair are seen on the bank of a river.,0.9,149892,/root/fiftyone/coco-2017/train/data/000000149892.jpg,0.9618163108825684
http://cocodataset.org/#explore?id=149892,Aymeric,Léo,People sitting next to a river,0.3,149892,/root/fiftyone/coco-2017/train/data/000000149892.jpg,0.03818301111459732
http://cocodataset.org/#explore?id=149892,Aymeric,Léo,The floor is lava,0.0,149892,/root/fiftyone/coco-2017/train/data/000000149892.jpg,7.010787044237077e-07
http://cocodataset.org/#explore?id=493196,COCO,Conrad,a man with helmet skating past some bicycle riders on the road,1.0,493196,/root/fiftyone/coco-2017/train/data/000000493196.jpg,0.9971997737884521
http://cocodataset.org/#explore?id=493196,Aymeric,Conrad,Bicycle riders under trees,0.5,493196,/root/fiftyone/coco-2017/train/data/000000493196.jpg,0.002796594286337495
http://cocodataset.org/#explore?id=493196,Aymeric,Conrad,A yellow road with two dogs ,0.0,493196,/root/fiftyone/coco-2017/train/data/000000493196.jpg,3.7071984024805715e-06
http://cocodataset.org/#explore?id=182575,COCO,Arthur,this is a plate of broccoli and cauliflower,0.9,182575,/root/fiftyone/coco-2017/train/data/000000182575.jpg,0.939659059047699
http://cocodataset.org/#explore?id=182575,Aymeric,Arthur,A plate of pasta,0.2,182575,/root/fiftyone/coco-2017/train/data/000000182575.jpg,0.030534133315086365
http://cocodataset.org/#explore?id=182575,Aymeric,Arthur,Three tables and a spoon ,0.1,182575,/root/fiftyone/coco-2017/train/data/000000182575.jpg,0.029806790873408318
http://cocodataset.org/#explore?id=203559,COCO,Léo,a man is inspecting a baby elephants eye,1.0,203559,/root/fiftyone/coco-2017/train/data/000000203559.jpg,0.9694643020629883
http://cocodataset.org/#explore?id=203559,Aymeric,Léo,Three elephants around a man,0.6,203559,/root/fiftyone/coco-2017/train/data/000000203559.jpg,0.030535627156496048
http://cocodataset.org/#explore?id=203559,Aymeric,Léo,A black and blue dress,0.0,203559,/root/fiftyone/coco-2017/train/data/000000203559.jpg,2.8619025371767748e-08
http://cocodataset.org/#explore?id=519950,COCO,Conrad,a man is in mid air over a tennis court.,1.0,519950,/root/fiftyone/coco-2017/train/data/000000519950.jpg,0.9940815567970276
http://cocodataset.org/#explore?id=519950,Aymeric,Conrad,A man jumping in a pool to hit a ball,0.7,519950,/root/fiftyone/coco-2017/train/data/000000519950.jpg,0.005910337436944246
http://cocodataset.org/#explore?id=519950,Aymeric,Conrad,A dog playing with his owner,0.0,519950,/root/fiftyone/coco-2017/train/data/000000519950.jpg,8.011237696337048e-06
http://cocodataset.org/#explore?id=27276,COCO,Arthur,a dog is under the bed eating a box,1.0,27276,/root/fiftyone/coco-2017/train/data/000000027276.jpg,0.999956488609314
http://cocodataset.org/#explore?id=27276,Aymeric,Arthur,a cat hiding is a small place,0.1,27276,/root/fiftyone/coco-2017/train/data/000000027276.jpg,4.35502479376737e-05
http://cocodataset.org/#explore?id=27276,Aymeric,Arthur,A blue and white rollercoaster ,0.0,27276,/root/fiftyone/coco-2017/train/data/000000027276.jpg,3.1107472153735216e-08
http://cocodataset.org/#explore?id=108425,COCO,Léo,a man tossing a neon green frisbee in front of a house,1.0,108425,/root/fiftyone/coco-2017/train/data/000000108425.jpg,0.9999951124191284
http://cocodataset.org/#explore?id=108425,Aymeric,Léo,A nice building with two tables and a chair ,0.7,108425,/root/fiftyone/coco-2017/train/data/000000108425.jpg,4.866552444582339e-06
http://cocodataset.org/#explore?id=108425,Aymeric,Léo,Some grass in a grey background,0.3,108425,/root/fiftyone/coco-2017/train/data/000000108425.jpg,4.9505249677395113e-08
http://cocodataset.org/#explore?id=158713,COCO,Conrad,a man who is driving a motorcycle pulling a cart with two people.,1.0,158713,/root/fiftyone/coco-2017/train/data/000000158713.jpg,0.9956342577934265
http://cocodataset.org/#explore?id=158713,Aymeric,Conrad,Photograph of a red motorcycle and a white trailer,0.7,158713,/root/fiftyone/coco-2017/train/data/000000158713.jpg,0.002552397781983018
http://cocodataset.org/#explore?id=158713,Aymeric,Conrad,Three people walking in circles,0.1,158713,/root/fiftyone/coco-2017/train/data/000000158713.jpg,0.0018133349949494004
http://cocodataset.org/#explore?id=5701,COCO,Arthur,a person standing on a small paved square and holding a yellow frisbee,1.0,5701,/root/fiftyone/coco-2017/train/data/000000005701.jpg,0.940963864326477
http://cocodataset.org/#explore?id=5701,Aymeric,Arthur,A yellow shirt and a yellow frisbee with a green background,0.8,5701,/root/fiftyone/coco-2017/train/data/000000005701.jpg,0.05903411656618118
http://cocodataset.org/#explore?id=5701,Aymeric,Arthur,The sun shines and the place is beautiful ,0.3,5701,/root/fiftyone/coco-2017/train/data/000000005701.jpg,2.041705783994985e-06
http://cocodataset.org/#explore?id=254994,COCO,Léo,a man holding a drinking glass and smiling.,0.9,254994,/root/fiftyone/coco-2017/train/data/000000254994.jpg,0.9837910532951355
http://cocodataset.org/#explore?id=254994,Aymeric,Léo,A person with a black tie ,0.6,254994,/root/fiftyone/coco-2017/train/data/000000254994.jpg,0.016156936064362526
http://cocodataset.org/#explore?id=254994,Aymeric,Léo,Photograph of a sad dog drinking coffee ,0.1,254994,/root/fiftyone/coco-2017/train/data/000000254994.jpg,5.2125909860478714e-05
http://cocodataset.org/#explore?id=256799,COCO,Conrad,a chandelier sitting above a spiral stair case.,1.0,256799,/root/fiftyone/coco-2017/train/data/000000256799.jpg,0.07696303725242615
http://cocodataset.org/#explore?id=256799,Aymeric,Conrad,a chandelier and a clock in a very big room with stairs,0.8,256799,/root/fiftyone/coco-2017/train/data/000000256799.jpg,0.923011064529419
http://cocodataset.org/#explore?id=256799,Aymeric,Conrad,Two people taking a nap,0.0,256799,/root/fiftyone/coco-2017/train/data/000000256799.jpg,2.5906523660523817e-05
http://cocodataset.org/#explore?id=524981,COCO,Arthur,a dog sitting on a boat behind the sail.,1.0,524981,/root/fiftyone/coco-2017/train/data/000000524981.jpg,0.7042451500892639
http://cocodataset.org/#explore?id=524981,Aymeric,Arthur,"An engine, a dog and a sail in water",0.5,524981,/root/fiftyone/coco-2017/train/data/000000524981.jpg,0.2957548201084137
http://cocodataset.org/#explore?id=524981,Aymeric,Arthur,Bowling pins going down a slide,0.0,524981,/root/fiftyone/coco-2017/train/data/000000524981.jpg,1.3809857424273986e-10
http://cocodataset.org/#explore?id=509839,COCO,Léo,a public bathroom that is empty and not in use.,1.0,509839,/root/fiftyone/coco-2017/train/data/000000509839.jpg,0.834164559841156
http://cocodataset.org/#explore?id=509839,Aymeric,Léo,Three sinks in a green room,0.7,509839,/root/fiftyone/coco-2017/train/data/000000509839.jpg,0.1649339199066162
http://cocodataset.org/#explore?id=509839,Aymeric,Léo,Two beds in a room,0.1,509839,/root/fiftyone/coco-2017/train/data/000000509839.jpg,0.0009015258983708918
http://cocodataset.org/#explore?id=194120,COCO,Conrad,a cat sitting on a windowsill next to a painted pumpkin.,1.0,194120,/root/fiftyone/coco-2017/train/data/000000194120.jpg,0.9992983341217041
http://cocodataset.org/#explore?id=194120,Aymeric,Conrad,A cat lying on its back eats a pumpkin ,0.4,194120,/root/fiftyone/coco-2017/train/data/000000194120.jpg,0.0007015994633547962
http://cocodataset.org/#explore?id=194120,Aymeric,Conrad,A banana filled with orange jelly ,0.0,194120,/root/fiftyone/coco-2017/train/data/000000194120.jpg,3.050875463372904e-08
http://cocodataset.org/#explore?id=197329,COCO,Arthur,some zebras and a giraffe tall brown grass and trees,1.0,197329,/root/fiftyone/coco-2017/train/data/000000197329.jpg,0.6063777804374695
http://cocodataset.org/#explore?id=197329,Aymeric,Arthur,"A desert, dry grass and savannah animals",1.0,197329,/root/fiftyone/coco-2017/train/data/000000197329.jpg,0.39362215995788574
http://cocodataset.org/#explore?id=197329,Aymeric,Arthur,pikachu uses his thunder attack,0.0,197329,/root/fiftyone/coco-2017/train/data/000000197329.jpg,1.4981185358919902e-07
http://cocodataset.org/#explore?id=432637,COCO,Léo,a group of people riding a carousel with trees in the background.,0.8,432637,/root/fiftyone/coco-2017/train/data/000000432637.jpg,0.9190086722373962
http://cocodataset.org/#explore?id=432637,Aymeric,Léo,People having fun on horses,0.4,432637,/root/fiftyone/coco-2017/train/data/000000432637.jpg,0.08098749071359634
http://cocodataset.org/#explore?id=432637,Aymeric,Léo,many candlelit sticks,0.0,432637,/root/fiftyone/coco-2017/train/data/000000432637.jpg,3.7814988900208846e-06
http://cocodataset.org/#explore?id=298014,COCO,Conrad,a large architectural structure near a park,1.0,298014,/root/fiftyone/coco-2017/train/data/000000298014.jpg,0.08511367440223694
http://cocodataset.org/#explore?id=298014,Aymeric,Conrad,a traffic light on a city side walk with people,0.8,298014,/root/fiftyone/coco-2017/train/data/000000298014.jpg,0.7205550074577332
http://cocodataset.org/#explore?id=298014,Aymeric,Conrad,lighted street lamps,0.5,298014,/root/fiftyone/coco-2017/train/data/000000298014.jpg,0.1943313181400299
http://cocodataset.org/#explore?id=250225,COCO,Arthur,a display of fruit print dishes in a store,1.0,250225,/root/fiftyone/coco-2017/train/data/000000250225.jpg,0.9996780157089233
http://cocodataset.org/#explore?id=250225,Aymeric,Arthur,Fruits and vegetables in a store,0.2,250225,/root/fiftyone/coco-2017/train/data/000000250225.jpg,0.00032194011146202683
http://cocodataset.org/#explore?id=250225,Aymeric,Arthur,beef steaks spread on the floor,0.0,250225,/root/fiftyone/coco-2017/train/data/000000250225.jpg,1.0083147117256885e-07
http://cocodataset.org/#explore?id=484457,COCO,Léo,a large stack of square shaped cakes sitting on a lit table.,0.9,484457,/root/fiftyone/coco-2017/train/data/000000484457.jpg,0.8434022665023804
http://cocodataset.org/#explore?id=484457,Aymeric,Léo,Two tables and a cake,0.6,484457,/root/fiftyone/coco-2017/train/data/000000484457.jpg,0.15658821165561676
http://cocodataset.org/#explore?id=484457,Aymeric,Léo,black sculptures in the shape of chocolate bars,0.0,484457,/root/fiftyone/coco-2017/train/data/000000484457.jpg,9.588069588062353e-06
http://cocodataset.org/#explore?id=541039,COCO,Conrad,a group of people holding umbrellas standing behind a sign for a umbrella drive.,1.0,541039,/root/fiftyone/coco-2017/train/data/000000541039.jpg,0.999808132648468
http://cocodataset.org/#explore?id=541039,Aymeric,Conrad,smiling black people who say thank you,0.9,541039,/root/fiftyone/coco-2017/train/data/000000541039.jpg,0.00019176871865056455
http://cocodataset.org/#explore?id=541039,Aymeric,Conrad,Birthday gifts in a box,0.0,541039,/root/fiftyone/coco-2017/train/data/000000541039.jpg,1.695432558790344e-07
http://cocodataset.org/#explore?id=423313,COCO,Arthur,a group of motorcycles parked in front of a building.,0.9,423313,/root/fiftyone/coco-2017/train/data/000000423313.jpg,0.9999363422393799
http://cocodataset.org/#explore?id=423313,Aymeric,Arthur,Mortorcyles hiding small stores,0.7,423313,/root/fiftyone/coco-2017/train/data/000000423313.jpg,6.363866123137996e-05
http://cocodataset.org/#explore?id=423313,Aymeric,Arthur,sunflowers looking towards the sun,0.0,423313,/root/fiftyone/coco-2017/train/data/000000423313.jpg,1.1170549818473319e-08
